0.016667     0.016667     0.000000
0.050000     0.016667     0.000000
0.083333     0.016667     0.000000
0.116667     0.016667     0.000000
0.150000     0.016667     0.000000
0.183333     0.016667     0.000000
0.216667     0.016667     0.000000
0.250000     0.016667     0.000000
0.283333     0.016667     0.000000
0.316667     0.016667     0.000000
0.350000     0.016667     0.000000
0.383333     0.016667     0.000000
0.416667     0.016667     0.000000
0.450000     0.016667     0.000000
0.483333     0.016667     0.000000
0.516667     0.016667     0.000000
0.550000     0.016667     0.000000
0.583333     0.016667     0.000000
0.616667     0.016667     0.000000
0.650000     0.016667     0.000000
0.683333     0.016667     0.000000
0.716667     0.016667     0.000000
0.750000     0.016667     0.000000
0.783333     0.016667     0.000000
0.816667     0.016667     0.000000
0.850000     0.016667     0.000000
0.883333     0.016667     0.000000
0.916667     0.016667     0.000000
0.950000     0.016667     0.000000
0.983333     0.016667     0.000000
1.016667     0.016667     0.000000
0.016667     0.050000     0.000000
0.050000     0.050000     0.000000
0.083333     0.050000     0.000000
0.116667     0.050000     0.000000
0.150000     0.050000     0.000000
0.183333     0.050000     0.000000
0.216667     0.050000     0.000000
0.250000     0.050000     0.000000
0.283333     0.050000     0.000000
0.316667     0.050000     0.000000
0.350000     0.050000     0.000000
0.383333     0.050000     0.000000
0.416667     0.050000     0.000000
0.450000     0.050000     0.000000
0.483333     0.050000     0.000000
0.516667     0.050000     0.000000
0.550000     0.050000     0.000000
0.583333     0.050000     0.000000
0.616667     0.050000     0.000000
0.650000     0.050000     0.000000
0.683333     0.050000     0.000000
0.716667     0.050000     0.000000
0.750000     0.050000     0.000000
0.783333     0.050000     0.000000
0.816667     0.050000     0.000000
0.850000     0.050000     0.000000
0.883333     0.050000     0.000000
0.916667     0.050000     0.000000
0.950000     0.050000     0.000000
0.983333     0.050000     0.000000
1.016667     0.050000     0.000000
0.016667     0.083333     0.000000
0.050000     0.083333     -0.000123
0.083333     0.083333     -0.000160
0.116667     0.083333     -0.000172
0.150000     0.083333     -0.000191
0.183333     0.083333     -0.000224
0.216667     0.083333     -0.000268
0.250000     0.083333     -0.000320
0.283333     0.083333     -0.000375
0.316667     0.083333     -0.000429
0.350000     0.083333     -0.000480
0.383333     0.083333     -0.000525
0.416667     0.083333     -0.000561
0.450000     0.083333     -0.000585
0.483333     0.083333     -0.000597
0.516667     0.083333     -0.000595
0.550000     0.083333     -0.000577
0.583333     0.083333     -0.000544
0.616667     0.083333     -0.000496
0.650000     0.083333     -0.000435
0.683333     0.083333     -0.000363
0.716667     0.083333     -0.000283
0.750000     0.083333     -0.000200
0.783333     0.083333     -0.000119
0.816667     0.083333     -0.000043
0.850000     0.083333     0.000022
0.883333     0.083333     0.000072
0.916667     0.083333     0.000105
0.950000     0.083333     0.000113
0.983333     0.083333     0.000078
1.016667     0.083333     0.000000
0.016667     0.116667     0.000000
0.050000     0.116667     -0.000354
0.083333     0.116667     -0.000514
0.116667     0.116667     -0.000606
0.150000     0.116667     -0.000715
0.183333     0.116667     -0.000862
0.216667     0.116667     -0.001043
0.250000     0.116667     -0.001245
0.283333     0.116667     -0.001455
0.316667     0.116667     -0.001663
0.350000     0.116667     -0.001856
0.383333     0.116667     -0.002025
0.416667     0.116667     -0.002160
0.450000     0.116667     -0.002253
0.483333     0.116667     -0.002297
0.516667     0.116667     -0.002287
0.550000     0.116667     -0.002220
0.583333     0.116667     -0.002094
0.616667     0.116667     -0.001914
0.650000     0.116667     -0.001683
0.683333     0.116667     -0.001413
0.716667     0.116667     -0.001115
0.750000     0.116667     -0.000804
0.783333     0.116667     -0.000499
0.816667     0.116667     -0.000217
0.850000     0.116667     0.000025
0.883333     0.116667     0.000210
0.916667     0.116667     0.000324
0.950000     0.116667     0.000342
0.983333     0.116667     0.000221
1.016667     0.116667     0.000000
0.016667     0.150000     0.000000
0.050000     0.150000     -0.000557
0.083333     0.150000     -0.000911
0.116667     0.150000     -0.001188
0.150000     0.150000     -0.001489
0.183333     0.150000     -0.001847
0.216667     0.150000     -0.002258
0.250000     0.150000     -0.002702
0.283333     0.150000     -0.003158
0.316667     0.150000     -0.003603
0.350000     0.150000     -0.004014
0.383333     0.150000     -0.004371
0.416667     0.150000     -0.004655
0.450000     0.150000     -0.004849
0.483333     0.150000     -0.004941
0.516667     0.150000     -0.004918
0.550000     0.150000     -0.004775
0.583333     0.150000     -0.004512
0.616667     0.150000     -0.004133
0.650000     0.150000     -0.003652
0.683333     0.150000     -0.003088
0.716667     0.150000     -0.002466
0.750000     0.150000     -0.001819
0.783333     0.150000     -0.001182
0.816667     0.150000     -0.000593
0.850000     0.150000     -0.000089
0.883333     0.150000     0.000294
0.916667     0.150000     0.000522
0.950000     0.150000     0.000555
0.983333     0.150000     0.000344
1.016667     0.150000     0.000000
0.016667     0.183333     0.000000
0.050000     0.183333     -0.000748
0.083333     0.183333     -0.001328
0.116667     0.183333     -0.001868
0.150000     0.183333     -0.002454
0.183333     0.183333     -0.003118
0.216667     0.183333     -0.003851
0.250000     0.183333     -0.004625
0.283333     0.183333     -0.005407
0.316667     0.183333     -0.006162
0.350000     0.183333     -0.006856
0.383333     0.183333     -0.007456
0.416667     0.183333     -0.007933
0.450000     0.183333     -0.008258
0.483333     0.183333     -0.008411
0.516667     0.183333     -0.008374
0.550000     0.183333     -0.008139
0.583333     0.183333     -0.007704
0.616667     0.183333     -0.007079
0.650000     0.183333     -0.006284
0.683333     0.183333     -0.005352
0.716667     0.183333     -0.004325
0.750000     0.183333     -0.003253
0.783333     0.183333     -0.002197
0.816667     0.183333     -0.001218
0.850000     0.183333     -0.000379
