0.025000     0.025000     0.000000
0.075000     0.025000     0.000000
0.125000     0.025000     0.000000
0.175000     0.025000     0.000000
0.225000     0.025000     0.000000
0.275000     0.025000     0.000000
0.325000     0.025000     0.000000
0.375000     0.025000     0.000000
0.425000     0.025000     0.000000
0.475000     0.025000     0.000000
0.525000     0.025000     0.000000
0.575000     0.025000     0.000000
0.625000     0.025000     0.000000
0.675000     0.025000     0.000000
0.725000     0.025000     0.000000
0.775000     0.025000     0.000000
0.825000     0.025000     0.000000
0.875000     0.025000     0.000000
0.925000     0.025000     0.000000
0.025000     0.075000     0.000000
0.075000     0.075000     0.000000
0.125000     0.075000     0.000000
0.175000     0.075000     0.000000
0.225000     0.075000     0.000000
0.275000     0.075000     0.000000
0.325000     0.075000     0.000000
0.375000     0.075000     0.000000
0.425000     0.075000     0.000000
0.475000     0.075000     0.000000
0.525000     0.075000     0.000000
0.575000     0.075000     0.000000
0.625000     0.075000     0.000000
0.675000     0.075000     0.000000
0.725000     0.075000     0.000000
0.775000     0.075000     0.000000
0.825000     0.075000     0.000000
0.875000     0.075000     0.000000
0.925000     0.075000     0.000000
0.025000     0.125000     0.000000
0.075000     0.125000     0.000000
0.125000     0.125000     0.000000
0.175000     0.125000     -0.000000
0.225000     0.125000     -0.000000
0.275000     0.125000     -0.000000
0.325000     0.125000     -0.000000
0.375000     0.125000     -0.000000
0.425000     0.125000     -0.000000
0.475000     0.125000     -0.000000
0.525000     0.125000     -0.000000
0.575000     0.125000     -0.000000
0.625000     0.125000     -0.000000
0.675000     0.125000     -0.000000
0.725000     0.125000     -0.000000
0.775000     0.125000     0.000000
0.825000     0.125000     0.000000
0.875000     0.125000     0.000000
0.925000     0.125000     0.000000
0.025000     0.175000     -0.000027
0.075000     0.175000     0.000000
0.125000     0.175000     -0.000027
0.175000     0.175000     -0.000156
0.225000     0.175000     -0.000371
0.275000     0.175000     -0.000636
0.325000     0.175000     -0.000910
0.375000     0.175000     -0.001157
0.425000     0.175000     -0.001345
0.475000     0.175000     -0.001452
0.525000     0.175000     -0.001463
0.575000     0.175000     -0.001371
0.625000     0.175000     -0.001187
0.675000     0.175000     -0.000931
0.725000     0.175000     -0.000641
0.775000     0.175000     -0.000362
0.825000     0.175000     -0.000143
0.875000     0.175000     -0.000024
0.925000     0.175000     0.000000
0.025000     0.225000     -0.000122
0.075000     0.225000     0.000000
0.125000     0.225000     -0.000122
0.175000     0.225000     -0.000520
0.225000     0.225000     -0.001135
0.275000     0.225000     -0.001869
0.325000     0.225000     -0.002619
0.375000     0.225000     -0.003290
0.425000     0.225000     -0.003802
0.475000     0.225000     -0.004091
0.525000     0.225000     -0.004119
0.575000     0.225000     -0.003875
0.625000     0.225000     -0.003378
0.675000     0.225000     -0.002686
0.725000     0.225000     -0.001894
